[2010-10-12 21:41] Running 'pacman -Sy'
[2010-10-12 21:41] synchronizing package lists
[2010-10-12 21:41] Running 'pacman -S dosfstools'
[2010-10-12 21:41] installed dosfstools (3.0.10-1)
[2010-10-19 23:15] Running 'pacman -Syyyyyu'
[2010-10-19 23:15] synchronizing package lists
[2010-10-19 23:15] starting full system upgrade
[2010-12-22 19:19] installed xorg-xvinfo (1.1.1-1)
[2010-12-22 19:19] installed xorg-xwininfo (1.1.1-1)
[2010-12-22 19:19] upgraded xorg-utils (7.6-5 -> 7.6-6)
[2010-12-22 19:23] Running 'pacman -S xfce4'
[2010-12-22 19:24] installed gtk-xfce-engine (2.6.0-1)
[2010-12-22 19:24] installed xfconf (4.6.2-2)
[2010-12-22 19:24] installed libxfcegui4 (4.6.4-1)
[2010-12-22 19:24] installed mousepad (0.2.16-2)
[2010-12-22 19:24] installed libxres (1.0.5-1)
[2010-12-22 19:24] installed libwnck (2.30.6-1)
[2010-12-22 19:24] installed xfce4-panel (4.6.4-1)
[2010-12-22 19:24] installed orage (4.6.1-1)
[2010-12-22 19:24] upgraded terminal (0.4.5-1 -> 0.4.5-1)
[2010-12-22 19:24] installed thunar (1.0.2-1)
[2010-12-22 19:24] NOTE
[2010-12-22 19:24] ----
[2010-12-22 19:24] ==> xfce can run on top of a framebuffer. However, for most users it is
[2010-12-22 19:24] ==> best to install xorg as an x-server. Please install either xorg-xinit
[2010-12-22 19:24] ==> as minimal environment or the xorg meta package.
[2010-12-22 19:24] pacman -S xorg-xinit
[2010-12-22 19:24] -- or --
[2010-12-22 19:24] pacman -S xorg
[2010-12-22 19:24] installed xfce-utils (4.6.2-3)
[2010-12-22 19:24] installed libxfce4menu (4.6.2-1)
[2010-12-22 19:24] installed xfce4-appfinder (4.6.2-1)
[2010-12-22 19:24] installed xfce4-mixer (4.6.1-1)
[2010-12-22 19:24] installed xfce4-session (4.6.2-2)
[2010-12-22 19:24] installed tango-icon-theme (0.8.90-2)
[2010-12-22 19:24] installed xfce4-settings (4.6.5-1)
[2010-12-22 19:24] installed xfdesktop (4.6.2-2)
[2010-12-22 19:24] installed psutils (1.17-2)
[2010-12-22 19:24] installed a2ps (4.14-1)
[2010-12-22 19:24] installed xfprint (4.6.1-4)
[2010-12-22 19:24] installed xfwm4 (4.6.2-1)
[2010-12-22 19:24] installed xfwm4-themes (4.6.0-1)
[2010-12-22 22:29] Running 'pacman -U nvidia-260.19.21-1-x86_64.pkg.tar.xz nvidia-utils-260.19.21-1-x86_64.pkg.tar.xz'
[2010-12-22 22:30] Running 'pacman -U nvidia-260.19.21-1-x86_64.pkg.tar.xz nvidia-utils-260.19.21-1-x86_64.pkg.tar.xz kernel26-2.6.35.8-1-x86_64.pkg.tar.xz kernel26-headers-2.6.35.8-1-x86_64.pkg.tar.xz'
[2010-12-22 22:30] >>> Updating module dependencies. Please wait ...
[2010-12-22 22:30] >>> MKINITCPIO SETUP
[2010-12-22 22:30] >>> ----------------
[2010-12-22 22:30] >>> If you use LVM2, Encrypted root or software RAID,
[2010-12-22 22:30] >>> Ensure you enable support in /etc/mkinitcpio.conf .
[2010-12-22 22:30] >>> More information about mkinitcpio setup can be found here:
[2010-12-22 22:30] >>> http://wiki.archlinux.org/index.php/Mkinitcpio
[2010-12-22 22:30]
[2010-12-22 22:30] >>> Generating initial ramdisk, using mkinitcpio. Please wait...
[2010-12-22 22:30] ==> Building image "default"
[2010-12-22 22:30] ==> Running command: /sbin/mkinitcpio -k 2.6.35-ARCH -c /etc/mkinitcpio.conf -g /boot/kernel26.img
[2010-12-22 22:30] :: Begin build
[2010-12-22 22:30] :: Parsing hook [base]
[2010-12-22 22:30] :: Parsing hook [udev]
[2010-12-22 22:30] :: Parsing hook [usb]
[2010-12-22 22:30] :: Parsing hook [lvm2]
[2010-12-22 22:31] :: Parsing hook [autodetect]
[2010-12-22 22:31] :: Parsing hook [pata]
[2010-12-22 22:31] :: Parsing hook [scsi]
[2010-12-22 22:31] :: Parsing hook [sata]
[2010-12-22 22:31] :: Parsing hook [filesystems]
[2010-12-22 22:31] :: Generating module dependencies
[2010-12-22 22:31] :: Generating image '/boot/kernel26.img'...SUCCESS
[2010-12-22 22:31] ==> SUCCESS
[2010-12-22 22:31] ==> Building image "fallback"
[2010-12-22 22:31] ==> Running command: /sbin/mkinitcpio -k 2.6.35-ARCH -c /etc/mkinitcpio.conf -g /boot/kernel26-fallback.img -S autodetect
[2010-12-22 22:31] :: Begin build
[2010-12-22 22:31] :: Parsing hook [base]
[2010-12-22 22:31] :: Parsing hook [udev]
[2010-12-22 22:31] :: Parsing hook [usb]
[2010-12-22 22:31] :: Parsing hook [lvm2]
[2010-12-22 22:31] :: Parsing hook [pata]
[2010-12-22 22:31] :: Parsing hook [scsi]
[2010-12-22 22:31] :: Parsing hook [sata]
[2010-12-22 22:31] :: Parsing hook [filesystems]
[2010-12-22 22:31] :: Generating module dependencies
[2010-12-22 22:31] :: Generating image '/boot/kernel26-fallback.img'...SUCCESS
[2010-12-22 22:31] ==> SUCCESS
[2010-12-22 22:31] upgraded kernel26 (2.6.36.2-1 -> 2.6.35.8-1)
[2010-12-22 22:31] upgraded nvidia-utils (260.19.29-1 -> 260.19.21-1)
[2010-12-22 22:31] In order to use the new nvidia module, exit Xserver and unload it manually.
[2010-12-22 22:31] upgraded nvidia (260.19.29-1 -> 260.19.21-1)
[2010-12-22 22:31] upgraded kernel26-headers (2.6.36.2-1 -> 2.6.35.8-1)
[2010-12-22 22:32] Running 'pacman -U lib32-nvidia-utils-260.19.21-1-x86_64.pkg.tar.xz'
[2010-12-22 22:32] upgraded lib32-nvidia-utils (260.19.29-2 -> 260.19.21-1)
[2010-12-30 00:50] Running 'pacman -S kdenlive'
[2010-12-30 00:50] Unknown media type in type 'all/all'
[2010-12-30 00:50] Unknown media type in type 'all/allfiles'
[2010-12-30 00:50] Unknown media type in type 'uri/mms'
[2010-12-30 00:50] Unknown media type in type 'uri/mmst'
[2010-12-30 00:50] Unknown media type in type 'uri/mmsu'
[2010-12-30 00:50] Unknown media type in type 'uri/pnm'
[2010-12-30 00:50] Unknown media type in type 'uri/rtspt'
[2010-12-30 00:50] Unknown media type in type 'uri/rtspu'
[2010-12-30 00:50] Unknown media type in type 'fonts/package'
[2010-12-30 00:50] Unknown media type in type 'interface/x-winamp-skin'
[2010-12-30 00:50] installed kdenlive (0.7.8-1)
[2010-12-30 15:09] Running 'pacman -S darktable'
[2010-12-30 15:11] installed darktable (0.7.1-2)
[2011-01-02 00:33] Running 'pacman -Syu'
[2011-01-02 00:33] synchronizing package lists
[2011-01-02 00:33] starting full system upgrade
[2011-01-02 00:37] removed go-openoffice (3.2.1.6-2)
[2011-01-02 00:38] upgraded arch-artwork (0.2.1-3 -> 0.2.1-6)
[2011-01-02 00:38] upgraded linux-api-headers (2.6.34-1 -> 2.6.36.2-1)
[2011-01-02 00:38] Generating locales...
[2011-01-02 00:38] en_US.UTF-8... done
[2011-01-02 00:38] en_US.ISO-8859-1... done
[2011-01-02 00:38] Generation complete.
[2011-01-02 00:38] upgraded glibc (2.12.1-4 -> 2.12.2-1)
[2011-01-02 00:38] upgraded binutils (2.20.1-4 -> 2.21-2)
[2011-01-02 00:38] upgraded curl (7.21.2-2 -> 7.21.3-1)
[2011-01-02 00:38] upgraded dbus-core (1.4.0-1 -> 1.4.1-1)
[2011-01-02 00:38] upgraded dbus (1.4.0-1 -> 1.4.1-1)
[2011-01-02 00:38] upgraded dnsutils (9.7.1.P2-1 -> 9.7.2.P3-1)
[2011-01-02 00:38] upgraded dvdauthor (0.6.18-1 -> 0.7.0-1)
[2011-01-02 00:38] upgraded gcc (4.5.1-2 -> 4.5.2-3)
[2011-01-02 00:38] upgraded gcc-libs (4.5.1-2 -> 4.5.2-3)
[2011-01-02 00:38] upgraded gen-init-cpio (2.6.32-1 -> 2.6.36-1)
[2011-01-02 00:38] upgraded hyphen (2.7.1-1 -> 2.7.1-2)
[2011-01-02 00:38] * see http://wiki.archlinux.org/index.php/Openoffice
[2011-01-02 00:38] * you may want to pacman -Ss libreoffice-extensions
[2011-01-02 00:38] to see what extensions are prepared to install
[2011-01-02 00:38] * it's recommended to install {hunspell,mythes,hyphen}-xx pkg for spell checking
[2011-01-02 00:38] * make sure you have installed some ttf font (ttf-dejavu recommended)
[2011-01-02 00:38] installed libreoffice (3.3.0.2-3)
[2011-01-02 00:38] upgraded qt (4.7.1-2 -> 4.7.1-3)
[2011-01-02 00:38] upgraded hedgewars (0.9.14.1-2 -> 0.9.15-1)
[2011-01-02 00:38] upgraded iotop (0.4.1-2 -> 0.4.2-2)
[2011-01-02 00:38] upgraded sip (4.11.2-1 -> 4.12-1)
[2011-01-02 00:38] upgraded pyqt (4.8.1-1 -> 4.8.2-2)
[2011-01-02 00:38] upgraded qscintilla (2.4.5-4 -> 2.4.6-1)
[2011-01-02 00:38] upgraded kdebindings-python (4.5.4-1 -> 4.5.4-2)
[2011-01-02 00:38] upgraded kdenetwork-filesharing (4.5.4-1 -> 4.5.4-2)
[2011-01-02 00:38] upgraded kdenetwork-kdnssd (4.5.4-1 -> 4.5.4-2)
[2011-01-02 00:38] upgraded libktorrent (1.0.4-1 -> 1.0.5-1)
[2011-01-02 00:38] upgraded kdenetwork-kget (4.5.4-1 -> 4.5.4-2)
[2011-01-02 00:38] upgraded kdenetwork-kopete (4.5.4-1 -> 4.5.4-2)
[2011-01-02 00:38] upgraded kdenetwork-kppp (4.5.4-1 -> 4.5.4-2)
[2011-01-02 00:38] upgraded kdenetwork-krdc (4.5.4-1 -> 4.5.4-2)
[2011-01-02 00:38] upgraded kdenetwork-krfb (4.5.4-1 -> 4.5.4-2)
[2011-01-02 00:38] upgraded kernel26-headers (2.6.35.8-1 -> 2.6.36.2-1)
[2011-01-02 00:38] upgraded ktorrent (4.0.4-1 -> 4.0.5-1)
[2011-01-02 00:38] upgraded lib32-glibc (2.12.1-9 -> 2.12.2-1)
[2011-01-02 00:38] upgraded lib32-gcc-libs (4.5.1-8 -> 4.5.2-3)
[2011-01-02 00:38] upgraded libcap (2.19-1 -> 2.19-2)
[2011-01-02 00:38] upgraded libpurple (2.7.8-1 -> 2.7.9-1)
[2011-01-02 00:38] upgraded libwebkit (1.2.5-2 -> 1.2.6-1)
[2011-01-02 00:38] warning: /etc/pacman.d/mirrorlist installed as /etc/pacman.d/mirrorlist.pacnew
[2011-01-02 00:38] upgraded pacman-mirrorlist (20100825-1 -> 20101223-1)
[2011-01-02 00:38] upgraded perl-xyne-common (2010.10.09.1-2 -> 2010.12.21.1-3)
[2011-01-02 00:38] upgraded perl-xyne-arch (2010.11.05.1-1 -> 2010.12.23.1-1)
[2011-01-02 00:38] upgraded pidgin (2.7.8-1 -> 2.7.9-1)
[2011-01-02 00:38] upgraded ruby (1.9.2_p0-4 -> 1.9.2_p136-1)
[2011-01-02 00:39] upgraded ruby-locale (2.0.5-1 -> 2.0.5-3)
[2011-01-02 00:39] upgraded ruby-gettext (2.1.0-1 -> 2.1.0-3)
[2011-01-02 00:39] upgraded schroedinger (1.0.9-1 -> 1.0.10-1)
[2011-01-02 00:39] upgraded skype (2.1.0.81-5 -> 2.1.0.81-5.1)
[2011-01-02 00:39] upgraded twisted (10.2.0-1 -> 10.2.0-2)
[2011-01-02 00:39] This wine package is wow64 enabled. This means it can run 32bit/64bit Windows apps on x86_64.
[2011-01-02 00:39] If you are on x86_64, the default WINEARCH will be win64.
[2011-01-02 00:39] This will cause a lot of Windows applications to malfunction even if they usually work in wine.
[2011-01-02 00:39] Please create your ~/.wine with 'WINEARCH=win32 winecfg' if you are unsure and on x86_64.
[2011-01-02 00:39] See the Arch wiki on wine for more information.
[2011-01-02 00:39] upgraded wine (1.3.9-1 -> 1.3.10-1)
[2011-01-02 00:39] upgraded winetricks (20101106-1 -> 20101222-1)
[2011-01-02 00:39] upgraded xulrunner (1.9.2.13-2 -> 1.9.2.13-3)
[2011-01-02 00:57] Running 'pacman -S gtk-qt-engine'
[2011-01-02 00:57] installed gtk-qt-engine (1.1-2)
[2011-01-12 20:38] Running 'pacman -Syu'
[2011-01-12 20:38] synchronizing package lists
[2011-01-12 20:38] upgraded pacman (3.4.1-1 -> 3.4.2-1)
[2011-01-12 20:38] Running 'pacman -Syu'
[2011-01-12 20:38] synchronizing package lists
[2011-01-12 20:38] starting full system upgrade
